vehicle_make,vehicle_model,vehicle_body_type,vehicle_year,vehicle_mileage,vehicle_transmission,vehicle_price
Honda,HR-V,SUV,2022,12500,Automatic,440000000
Toyota,Avanza,MPV,2022,12500,Automatic,225000000
Honda,Freed,MPV,2015,62500,Automatic,165000000
Mitsubishi,Pajero Sport,SUV,2018,47500,Automatic,405000000
Suzuki,SX4,Hatchback,2008,180000,Automatic,69000000
Honda,Mobilio,MPV,2017,92500,Automatic,163000000
Mercedes-Benz,C250,Sedan,2012,92500,Automatic,285000000
Toyota,Kijang Innova,MPV,2013,92500,Automatic,173000000
Daihatsu,Sirion,Hatchback,2014,67500,Automatic,88000000
Toyota,Kijang Innova,MPV,2013,132500,Automatic,152000000
Toyota,Fortuner,SUV,2019,7500,Automatic,465000000
Honda,CR-V,SUV,2013,127500,Automatic,175000000
Toyota,Soluna,Sedan,2000,207500,Manual,44000000
Toyota,Yaris,Hatchback,2021,25000,Automatic,240000000
Daihatsu,Sigra,MPV,2017,42500,Manual,102000000
Toyota,Calya,MPV,2019,53000,Automatic,126000000
Mitsubishi,Galant,Sedan,1994,182500,Manual,33000000
Toyota,Yaris,Hatchback,2010,152500,Manual,87000000
Suzuki,Carry,Pick-up,2004,47500,Manual,36000000
Toyota,Kijang Innova,MPV,2014,107500,Automatic,171000000
MINI,Cooper,Hatchback,2015,27500,Automatic,535000000
Toyota,Calya,MPV,2018,12500,Automatic,140000000
Daihatsu,Xenia,MPV,2013,147500,Automatic,106000000
Honda,Jazz,Hatchback,2005,122500,Automatic,70000000
Toyota,Harrier,SUV,2007,122500,Automatic,190000000
Toyota,Sienta,MPV,2017,122500,Automatic,169000000
Honda,Brio,Hatchback,2023,12500,Manual,159000000
Toyota,Kijang Innova,MPV,2015,92500,Automatic,235000000
Mitsubishi,Xpander,Wagon,2022,7500,Manual,280000000
Honda,Brio,Hatchback,2019,57500,Manual,160000000
Daihatsu,Sirion,Hatchback,2014,112500,Automatic,105000000
Nissan,Grand Livina,MPV,2012,152500,Automatic,108000000
Toyota,Yaris,Hatchback,2007,102500,Automatic,88000000
Ford,Everest,SUV,2012,122500,Manual,183000000
Honda,City,Hatchback,2022,32500,Automatic,260000000
Honda,Jazz,Hatchback,2009,97500,Automatic,116000000
Honda,CR-V,SUV,2002,92500,Automatic,75000000
Toyota,Calya,MPV,2018,27500,Manual,132000000
Chevrolet,Trax,SUV,2017,72500,Automatic,170000000
Honda,Freed,MPV,2010,147500,Automatic,111000000
Mercedes-Benz,SLK200,Convertible,2011,37500,Automatic,549000000
Land Rover,Range Rover Evoque,SUV,2012,12500,Automatic,518000000
Honda,CR-V,SUV,2014,92500,Automatic,197000000
Nissan,Elgrand,MPV,2013,122500,Automatic,270000000
Honda,Brio,Hatchback,2019,27500,Manual,150000000
Toyota,Corolla,Sedan,1991,122500,Manual,35000000
Mitsubishi,Xpander,Wagon,2022,12500,Automatic,308000000
Suzuki,Baleno,Sedan,2000,157500,Manual,50000000
Daihatsu,Xenia,MPV,2021,17500,Manual,188000000
Mitsubishi,Colt,Trucks,2013,162500,Manual,190000000
KIA,Picanto,Hatchback,2007,112500,Manual,57000000
Toyota,Vios,Sedan,2010,102500,Manual,84000000
Toyota,Camry,Sedan,2005,202500,Automatic,80000000
Honda,City,Sedan,2007,122500,Manual,72000000
Suzuki,Jimny,Jeep,1981,123456,Manual,57580000
Daihatsu,Sirion,Hatchback,2019,52500,Automatic,166000000
Toyota,Corolla Altis,Sedan,2005,92500,Automatic,95000000
Honda,HR-V,SUV,2018,12500,Automatic,226000000
Toyota,Voxy,Wagon,2019,22500,Automatic,410000000
Hyundai,Avega,Sedan,2010,142500,Manual,58000000
Honda,BR-V,SUV,2021,72500,Automatic,210000000
Mercedes-Benz,C250,Sedan,2010,137500,Automatic,240000000
BMW,320i,Sedan,2021,32500,Automatic,730000000
Mitsubishi,Colt L300,Pick-up,2015,117500,Manual,105000000
Honda,Jazz,Hatchback,2013,87500,Automatic,159000000
Honda,Brio,Hatchback,2022,17500,Automatic,195000000
BMW,320i,Sedan,2005,162500,Automatic,120000000
Honda,HR-V,SUV,2021,27500,Automatic,292000000
Toyota,Fortuner,SUV,2019,57500,Automatic,430000000
Honda,CR-V,SUV,2020,37500,Automatic,450000000
Toyota,Kijang Innova,MPV,2017,33000,Automatic,237000000
Honda,BR-V,SUV,2022,17500,Automatic,250000000
Daihatsu,Ayla,Hatchback,2021,7500,Automatic,140000000
Toyota,Kijang Innova,MPV,2014,107500,Automatic,172000000
Toyota,Yaris,Hatchback,2010,67500,Automatic,125000000
Toyota,Agya,Hatchback,2013,297500,Manual,67000000
Toyota,Corolla,Sedan,1996,123,Manual,44000000
Honda,Odyssey,MPV,2003,127500,Automatic,105000000
Toyota,Avanza,MPV,2019,22500,Manual,189000000
Honda,Accord,Sedan,1980,32500,Manual,35000000
Toyota,Alphard,MPV,2008,102500,Automatic,162000000
Mazda,Biante,MPV,2015,88000,Automatic,185000000
Honda,Brio,Hatchback,2018,22500,Manual,125000000
Honda,Civic,Sedan,2016,77500,Automatic,305000000
Nissan,Serena,MPV,2014,102500,Automatic,142000000
Suzuki,Ertiga,MPV,2016,27500,Manual,138800000
Mazda,Biante,MPV,2015,88000,Automatic,185000000
Honda,CR-V,SUV,2018,55000,Automatic,355000000
Mazda,2,Hatchback,2011,87500,Automatic,91000000
Toyota,Kijang Innova,MPV,2013,117500,Automatic,210000000
Toyota,Yaris,Hatchback,2012,107500,Automatic,112000000
Daihatsu,Xenia,MPV,2015,112500,Manual,96000000
Honda,Civic,Sedan,2007,102500,Automatic,122000000
Daihatsu,Xenia,MPV,2013,102500,Manual,102000000
Toyota,Avanza,MPV,2008,122500,Manual,87000000
Toyota,Vios,Sedan,2011,107500,Automatic,107000000
Toyota,Kijang Innova,MPV,2010,122500,Manual,139000000
Mercedes-Benz,C250,Sedan,2010,47500,Automatic,220000000
Lexus,RX300,SUV,2018,97500,Automatic,940000000
Toyota,Avanza,MPV,2016,97500,Manual,120500000
Toyota,Kijang Innova,MPV,2017,167500,Automatic,295000000
Chevrolet,Aveo,Hatchback,2004,172500,Automatic,49000000
Toyota,Vios,Sedan,2007,107500,Manual,80000000
Toyota,Camry,Sedan,2013,127500,Automatic,205000000
Wuling,Confero,Wagon,2022,14000,Manual,115000000
Toyota,Calya,MPV,2019,2500,Manual,128000000
Toyota,Avanza,MPV,2018,77500,Manual,165000000
Honda,City,Hatchback,2022,7500,Automatic,287500000
Toyota,Kijang Innova,MPV,2012,122884,Automatic,156000000
Chevrolet,Trax,SUV,2018,87500,Automatic,185000000
Mazda,CX-9,SUV,2020,22500,Automatic,650000000
Honda,Odyssey,MPV,2020,12500,Automatic,675000000
BMW,320i,Sedan,2013,37500,Automatic,315000000
Suzuki,Karimun Wagon R,Hatchback,2019,57500,Manual,90000000
Honda,Accord,Sedan,2010,52500,Automatic,155000000
Toyota,Rush,SUV,2021,12500,Automatic,211000000
Mitsubishi,Pajero Sport,SUV,2017,57500,Automatic,380000000
Toyota,Fortuner,SUV,2022,7500,Automatic,498000000
Daihatsu,Rocky,Wagon,2021,7500,Automatic,215000000
Honda,Brio,Hatchback,2022,17500,Automatic,162500000
Chevrolet,Spark,Hatchback,2004,92500,Manual,40000000
BMW,X3,SUV,2015,72500,Automatic,369000000
BMW,X3,SUV,2004,97500,Automatic,135000000
Jeep,Cherokee,SUV,1994,162500,Automatic,250000000
Suzuki,Splash,Hatchback,2012,97500,Manual,75000000
Suzuki,Carry,MPV,1994,72500,Manual,30000000
Toyota,Calya,MPV,2018,42500,Automatic,122000000
Honda,Jazz,Hatchback,2018,67500,Automatic,245000000
Honda,Jazz,Hatchback,2015,62500,Automatic,205000000
Honda,Jazz,Hatchback,2015,72500,Automatic,186000000
Toyota,Calya,MPV,2019,52500,Automatic,126000000
Toyota,Yaris,Hatchback,2015,52500,Automatic,168000000
Toyota,Calya,MPV,2019,27500,Manual,118000000
Daihatsu,Gran Max,Pick-up,2023,17500,Manual,125000000
Toyota,Kijang Innova,MPV,2014,112500,Manual,185000000
Chevrolet,Estate,Wagon,2006,182500,Manual,63500000
Toyota,Avanza,MPV,2017,17500,Automatic,190000000
Suzuki,Karimun Wagon R,Hatchback,2014,162500,Manual,66000000
Toyota,Rush,SUV,2021,17500,Automatic,250000000
Honda,HR-V,SUV,2022,7500,Automatic,460000000
Honda,HR-V,SUV,2016,67500,Automatic,260000000
Suzuki,Swift,Hatchback,2013,162500,Manual,112000000
Honda,Jazz,Hatchback,2014,32500,Manual,265000000
Audi,A4,Sedan,2011,192500,Automatic,100000000
Suzuki,Jimny,Wagon,2020,12500,Manual,485000000
Honda,Jazz,Hatchback,2017,55000,Automatic,215000000
Hyundai,Trajet,MPV,2006,122500,Manual,55000000
Nissan,Grand Livina,MPV,2013,112500,Automatic,92500000
Toyota,Alphard,Van Wagon,2017,67500,Automatic,725000000
Suzuki,Baleno,Sedan,2000,157500,Manual,50000000
Honda,Jazz,Hatchback,2015,67500,Automatic,186000000
Toyota,Kijang Innova,MPV,2019,57500,Automatic,353000000
Honda,Civic,Sedan,2006,202500,Automatic,120000000
Mazda,CX-3,Wagon,2017,37500,Automatic,275000000
Mercedes-Benz,GLC250,SUV,2016,62500,Automatic,595000000
Toyota,Camry,Sedan,2010,127500,Automatic,150000000
Suzuki,Ertiga,MPV,2015,142500,Automatic,125000000
Toyota,Alphard,MPV,2012,162500,Automatic,355000000
Honda,HR-V,SUV,2018,42500,Automatic,220000000
Daihatsu,Ayla,Hatchback,2021,47500,Manual,104000000
Nissan,X-Trail,SUV,2007,167500,Automatic,77000000
Toyota,Raize,Wagon,2022,17500,Automatic,220000000
Honda,CR-V,SUV,2020,42500,Automatic,445000000
Toyota,Vellfire,Van Wagon,2013,57500,Automatic,345000000
Daihatsu,Taft,Jeep,1991,297500,Manual,124000000
Toyota,Agya,Hatchback,2019,2500,Manual,127500000
Honda,CR-V,SUV,2006,192500,Automatic,76000000
Toyota,Sienta,MPV,2017,57500,Automatic,168000000
Daihatsu,Taft,SUV,1998,142500,Manual,170000000
Honda,Jazz,Hatchback,2017,67500,Automatic,217000000
Toyota,Camry,Sedan,2012,147500,Automatic,205000000
Nissan,X-Trail,SUV,2014,142500,Automatic,165000000
Honda,Mobilio,MPV,2015,287500,Manual,97000000
Honda,Civic,Sedan,1986,142500,Manual,21000000
Honda,HR-V,SUV,2018,37500,Automatic,219000000
Honda,CR-V,SUV,2020,72500,Automatic,449000000
Mercedes-Benz,C200,Sedan,2012,52500,Automatic,235000000
Toyota,Vellfire,Van Wagon,2012,72500,Automatic,385000000
BMW,530i,Sedan,2021,7500,Automatic,1250000000
Lexus,RX270,SUV,2012,82500,Automatic,389000000
Toyota,Yaris,Hatchback,2018,37500,Automatic,219000000
Mercedes-Benz,E300,Sedan,2011,32500,Automatic,325000000
BMW,320i,Sedan,2014,32500,Automatic,375000000
Porsche,911,Coupe,2018,7500,Automatic,3350000000
Toyota,Vellfire,Van Wagon,2016,67500,Automatic,755000000
Honda,Civic,Sedan,2016,27500,Automatic,355000000
Mercedes-Benz,CLA200,Coupe,2015,22500,Automatic,459000000
Honda,Jazz,Hatchback,2014,92500,Automatic,179000000
Mazda,CX-5,SUV,2015,62500,Automatic,269000000
Mercedes-Benz,E250,Sedan,2013,37500,Automatic,450000000
Toyota,Alphard,MPV,2012,70000,Automatic,360000000
Toyota,Fortuner,SUV,2018,82500,Automatic,374000000
Mitsubishi,Pajero Sport,SUV,2012,67500,Automatic,275000000
Toyota,Harrier,SUV,2005,162500,Automatic,145000000
Honda,Civic,Sedan,1995,162500,Manual,48000000
Suzuki,Ertiga,MPV,2023,7500,Manual,200000000
Toyota,Yaris,Hatchback,2015,47500,Automatic,175000000
Honda,Mobilio,MPV,2020,67500,Automatic,182000000
Suzuki,Swift,Hatchback,2012,42500,Automatic,145000000
Chevrolet,Trax,SUV,2017,82500,Automatic,160000000
Suzuki,Katana,Wagon,1997,142500,Manual,55000000
Toyota,Harrier,SUV,2006,142500,Automatic,110000000
Honda,Civic,Sedan,1985,42500,Manual,22000000
Toyota,Calya,MPV,2017,82500,Manual,106000000
Suzuki,Swift,Hatchback,2016,47500,Automatic,200000000
Suzuki,XL7,Wagon,2021,47500,Automatic,192500000
Honda,City,Sedan,2007,177500,Automatic,58000000
Suzuki,Karimun,Hatchback,2003,187500,Manual,58000000
Toyota,Kijang Innova,MPV,2005,297500,Manual,83000000
Toyota,Avanza,MPV,2018,52500,Automatic,147000000
Suzuki,Carry,Pick-up,2013,52500,Manual,71000000
Mitsubishi,Colt L300,Pick-up,2019,22500,Manual,155000000
BMW,320i,Sedan,2013,127500,Automatic,285000000
BMW,320i,Sedan,1996,297500,Automatic,45000000
Honda,HR-V,SUV,2017,92500,Automatic,188000000
Toyota,86,Coupe,2015,22500,Automatic,585000000
Toyota,Rush,SUV,2012,137500,Manual,130000000
Mercedes-Benz,300E,Sedan,1989,122500,Manual,32500000
Honda,HR-V,SUV,2017,57500,Automatic,233000000
Chevrolet,Trax,SUV,2018,77500,Automatic,180000000
Ford,Focus,Sedan,2013,72500,Automatic,125000000
Honda,HR-V,SUV,2019,62500,Automatic,260000000
Mercedes-Benz,E300,Sedan,2023,97500,Automatic,1450000000
Toyota,Alphard,Van Wagon,2016,102500,Automatic,745000000
Toyota,Rush,SUV,2018,27500,Automatic,222500000
BMW,528i,Sedan,1998,152500,Automatic,65000000
Mitsubishi,Colt T120SS,Pick-up,2007,132500,Manual,42000000
Mitsubishi,Xpander,Wagon,2021,22500,Manual,225000000
Daihatsu,Taruna,SUV,2000,172500,Manual,45000000
Daihatsu,Sigra,MPV,2017,63000,Manual,110000000
BMW,X1,SUV,2022,7500,Automatic,775000000
BMW,320i,Sedan,2008,64000,Automatic,128000000
Daihatsu,Luxio,MPV,2019,42500,Manual,137000000
Toyota,Limo,Sedan,2012,297500,Manual,67000000
Honda,City,Sedan,2006,162500,Automatic,78500000
Honda,Civic,Sedan,2019,57500,Automatic,499000000
Honda,Freed,MPV,2014,162500,Automatic,165000000
Toyota,Kijang Innova,MPV,2011,142500,Automatic,125000000
Toyota,Kijang Innova,MPV,2013,132500,Automatic,150000000
Honda,HR-V,SUV,2015,102500,Automatic,210000000
Honda,City,Hatchback,2021,37500,Automatic,260000000
Toyota,Kijang,MPV,2001,297500,Manual,64000000
Toyota,Corolla,Sedan,1991,42500,Manual,35000000
Toyota,Kijang,MPV,2001,248000,Automatic,69000000
Suzuki,Karimun,Hatchback,2007,172500,Manual,57000000
Nissan,Evalia,MPV,2012,142500,Automatic,95000000
Daihatsu,Ayla,Hatchback,2020,12500,Automatic,140000000
MINI,Countryman,SUV,2018,12500,Automatic,560000000
Suzuki,Ignis,Hatchback,2019,32500,Automatic,155000000
Mitsubishi,Xpander,Wagon,2021,32500,Manual,235000000
Nissan,Juke,SUV,2011,157500,Automatic,135000000
Honda,HR-V,SUV,2018,57500,Automatic,213000000
Toyota,Corolla,Sedan,1991,97500,Manual,40000000
Toyota,Fortuner,SUV,2018,12500,Automatic,405000000
Toyota,Avanza,MPV,2012,157500,Manual,110000000
BMW,X1,SUV,2018,22500,Automatic,470000000
Daihatsu,Taft,Jeep,1981,167500,Manual,80000000
Honda,CR-V,SUV,2014,77500,Automatic,180000000
Mercedes-Benz,E250,Sedan,2014,17500,Automatic,450000000
Volkswagen,Tiguan,SUV,2014,92500,Automatic,190000000
Suzuki,Baleno,Sedan,2002,192500,Automatic,38000000
Ford,Fiesta,Hatchback,2011,162500,Automatic,79000000
Daihatsu,Ayla,Hatchback,2022,17500,Manual,113500000
Honda,BR-V,SUV,2017,132500,Automatic,163000000
Nissan,Livina X-Gear,SUV,2010,142500,Manual,78000000
Toyota,Fortuner,SUV,2016,62500,Automatic,358000000
Suzuki,Ertiga,MPV,2023,7500,Manual,200000000
Honda,CR-V,SUV,2022,12500,Automatic,555000000
Toyota,Kijang Innova,MPV,2011,147500,Manual,189000000
Volkswagen,Polo,Hatchback,2017,92500,Automatic,139999999
Honda,Brio,Hatchback,2019,50800,Manual,150000000
Toyota,Kijang Innova,MPV,2010,232500,Manual,125000000
Suzuki,Side Kick,SUV,2001,142500,Manual,55000000
Daihatsu,Sigra,MPV,2016,57500,Manual,81000000
Toyota,Kijang,MPV,2000,87500,Manual,119500000
Suzuki,APV,MPV,2004,177500,Manual,55000000
Nissan,X-Trail,SUV,2014,97500,Automatic,175000000
Honda,Brio,Hatchback,2012,162500,Automatic,117000000
Lexus,RX300,SUV,2018,7500,Automatic,950000000
Toyota,Yaris,Hatchback,2017,32500,Automatic,225000000
Daihatsu,Xenia,MPV,2013,222500,Manual,88000000
Ford,Fiesta,Hatchback,2011,122500,Automatic,77000000
Isuzu,Elf,Trucks,2012,52500,Manual,130000000
Chevrolet,Captiva,SUV,2010,197500,Automatic,95000000
Toyota,Kijang Innova,MPV,2012,112500,Automatic,145000000
Toyota,Rush,SUV,2022,7500,Automatic,275000000
Toyota,Vios,Sedan,2011,92500,Manual,96000000
Daihatsu,Luxio,MPV,2018,84491,Manual,158000000
Toyota,Camry,Sedan,2008,97500,Automatic,128000000
Toyota,Kijang Innova,MPV,2011,97500,Manual,133000000
Suzuki,Swift,Hatchback,2010,112500,Manual,98000000
Mazda,CX-5,SUV,2014,122500,Automatic,200000000
Honda,Brio,Hatchback,2013,32500,Automatic,115000000
Mitsubishi,Pajero Sport,SUV,2021,32500,Automatic,530000000
Mitsubishi,Pajero Sport,SUV,2011,232500,Manual,205000000
Suzuki,XL7,Wagon,2022,12500,Automatic,225000000
Toyota,Vellfire,Van Wagon,2021,27500,Automatic,1085000000
Toyota,Camry,Sedan,2013,92500,Automatic,209000000
Mazda,8,MPV,2012,162500,Automatic,156000000
Toyota,Fortuner,SUV,2013,130000,Automatic,270000000
Toyota,Raize,Wagon,2021,22500,Manual,188000000
Toyota,Innova Venturer,Wagon,2021,22500,Automatic,410000000
Toyota,Innova Venturer,Wagon,2017,17500,Manual,320000000
Daihatsu,Xenia,MPV,2013,222500,Manual,88000000
Wuling,Confero,Wagon,2018,57500,Manual,105000000
BMW,X1,SUV,2016,17500,Automatic,325000000
Honda,HR-V,SUV,2022,12500,Automatic,385000000
Honda,Jazz,Hatchback,2013,102500,Automatic,146500000
Mitsubishi,Pajero Sport,SUV,2012,107500,Automatic,257500000
Toyota,Avanza,MPV,2011,147500,Automatic,117000000
Toyota,Camry,Sedan,2014,122500,Automatic,195000000
Nissan,X-Trail,SUV,2005,162500,Automatic,81500000
Toyota,Fortuner,Wagon,2016,42500,Automatic,398000000
Daihatsu,Rocky,Wagon,2021,12500,Manual,172000000
BMW,330i,Sedan,2020,32500,Automatic,820000000
Toyota,Kijang Innova,MPV,2007,202500,Manual,110000000
Mitsubishi,Xpander,Wagon,2018,62500,Automatic,203000000
Volkswagen,Tiguan,SUV,2013,87500,Automatic,170000000
Suzuki,Karimun,Hatchback,2000,97500,Manual,56000000
Honda,Freed,MPV,2010,122500,Automatic,124750000
Toyota,Kijang,MPV,2001,262500,Manual,75000000
Suzuki,Carry,Pick-up,2004,102500,Manual,43000000
Honda,Jazz,Hatchback,2020,22500,Automatic,268000000
Honda,HR-V,SUV,2016,87500,Automatic,190000000
Toyota,Kijang Innova,MPV,2009,147500,Manual,100000000
Toyota,Kijang Innova,MPV,2006,147500,Automatic,110000000
Toyota,Kijang Innova,MPV,2013,217500,Automatic,170000000
Nissan,X-Trail,SUV,2013,178000,Automatic,132000000
Mitsubishi,Colt,Trucks,2015,97500,Manual,185000000
Daihatsu,Ayla,Hatchback,2014,72500,Automatic,95000000
Honda,HR-V,SUV,2017,57500,Automatic,207000000
Ford,Everest,SUV,2008,97500,Automatic,138000000
Mercedes-Benz,GLS400,SUV,2018,32500,Automatic,1100000000
Toyota,Avanza,MPV,2013,27500,Manual,115000000
Mazda,6,Sedan,2009,127500,Automatic,109000000
Mitsubishi,Triton,Pick-up,2016,112500,Manual,230000000
Porsche,Cayman,Coupe,2015,17500,Automatic,1785000000
Mitsubishi,Xpander,Wagon,2022,12500,Automatic,298000000
Mazda,2,Hatchback,2012,87500,Automatic,115000000
Wuling,Almaz,Wagon,2021,22500,Automatic,284000000
Honda,CR-V,SUV,2017,67500,Manual,260000000
Toyota,Kijang Innova,MPV,2022,22500,Automatic,385000000
Honda,Accord,Sedan,1997,202500,Manual,42000000
Toyota,Avanza,MPV,2010,102500,Automatic,96000000
Nissan,Grand Livina,MPV,2008,122500,Manual,88000000
Honda,Jazz,Hatchback,2014,107500,Automatic,197500000
BMW,530i,Sedan,2018,32500,Automatic,720000000
Honda,Accord,Sedan,2000,182500,Automatic,48000000
Honda,CR-V,SUV,2013,127500,Automatic,170000000
Honda,Mobilio,MPV,2016,92500,Automatic,135000000
Toyota,Starlet,Hatchback,1994,2500,Manual,43000000
Suzuki,Splash,Hatchback,2015,87500,Manual,110000000
Toyota,Yaris,Hatchback,2010,117500,Automatic,107000000
Daihatsu,Gran Max,Van,2013,127500,Manual,62000000
Honda,Jazz,Hatchback,2012,127500,Automatic,135000000
Mitsubishi,Mirage,Hatchback,2016,47500,Automatic,116000000
Toyota,Soluna,Sedan,2001,182500,Automatic,50000000
Toyota,Yaris,Hatchback,2019,27500,Automatic,229900000
Toyota,Starlet,Hatchback,1995,97500,Manual,38500000
Mercedes-Benz,C43 AMG,Coupe,2019,7500,Automatic,1440000000
Toyota,Avanza,MPV,2016,117500,Automatic,132000000
Wuling,Confero,Wagon,2018,22500,Manual,103500000
Honda,CR-V,SUV,2006,142500,Automatic,87000000
Toyota,Kijang Innova,MPV,2012,137500,Automatic,219000000
Toyota,Fortuner,SUV,2016,57500,Automatic,335000000
Toyota,Avanza,MPV,2018,17500,Manual,172000000
Honda,HR-V,SUV,2015,100000,Automatic,180000000
Hyundai,Atoz,Hatchback,2006,128000,Manual,60000000
BMW,520i,Sedan,2018,27500,Automatic,650000000
Ford,Ranger,Pick-up,2011,120000,Automatic,155000000
Mercedes-Benz,C180,Sedan,2002,200000,Automatic,83000000
BMW,318i,Sedan,2004,77500,Automatic,120000000
Nissan,Grand Livina,MPV,2010,297500,Manual,70000000
Mitsubishi,Xpander,Wagon,2018,63000,Manual,185000000
Ford,Ranger,Pick-up,2011,142000,Automatic,155000000
Honda,City,Sedan,2005,217500,Automatic,85000000
Daihatsu,Taruna,SUV,2000,247500,Manual,63000000
Suzuki,Ertiga,MPV,2022,30000,Manual,188000000
Nissan,X-Trail,SUV,2016,65000,Automatic,235000000
Toyota,Raize,Wagon,2022,17500,Automatic,222000000
KIA,Seltos,Wagon,2021,37500,Automatic,243000000
Honda,Accord,Sedan,2008,98000,Automatic,130000000
Mercedes-Benz,G63 AMG,SUV,2023,100,Automatic,7400000000
Toyota,Kijang Innova,MPV,2018,77500,Automatic,305000000
Suzuki,Ertiga,MPV,2019,37500,Automatic,180000000
Chevrolet,Aveo,Hatchback,2013,37500,Manual,70000000
BMW,X1,SUV,2018,52500,Automatic,450000000
Honda,City,Sedan,2000,162500,Manual,57000000
Suzuki,Carry,Pick-up,2012,82500,Manual,75000000
Ford,Focus,Hatchback,2011,92500,Automatic,95000000
Suzuki,Ertiga,MPV,2013,122500,Manual,113000000
Suzuki,Splash,Hatchback,2014,52500,Manual,103000000
Toyota,Fortuner,SUV,2006,87500,Automatic,165000000
Honda,Brio,Hatchback,2019,52500,Automatic,195000000
Daihatsu,Xenia,MPV,2011,297500,Manual,88000000
Mitsubishi,Xpander,Wagon,2017,77500,Automatic,203000000
Suzuki,Ertiga,MPV,2017,77500,Manual,157000000
Nissan,Elgrand,MPV,2011,100000,Automatic,240000000
Suzuki,Baleno,Hatchback,2019,90000,Manual,170000000
Mazda,Biante,MPV,2014,103000,Automatic,175000000
Honda,CR-V,SUV,2011,130000,Automatic,150000000
Suzuki,XL7,Wagon,2022,22500,Automatic,230000000
Toyota,Vios,Sedan,2008,87500,Automatic,78000000
Chevrolet,Trax,SUV,2017,90000,Automatic,185000000
Chevrolet,Trailblazer,SUV,2013,102500,Manual,225000000
Chevrolet,Trax,SUV,2017,90000,Automatic,185000000
Mercedes-Benz,E200,Sedan,2015,157500,Automatic,290000000
Nissan,Livina X-Gear,SUV,2011,132500,Manual,85000000
Toyota,Kijang Innova,MPV,2014,22500,Automatic,198500000
Isuzu,MU-X,SUV,2019,80000,Automatic,385000000
Toyota,Kijang Innova,MPV,2004,122500,Automatic,92000000
Toyota,Corolla Altis,Sedan,2015,142500,Automatic,189000000
KIA,Sonet,Wagon,2020,48000,Automatic,239500000
Mazda,CX-3,Wagon,2017,90000,Automatic,220000000
Suzuki,Ignis,Hatchback,2018,72500,Automatic,125000000
Mazda,CX-5,SUV,2014,52500,Automatic,260000000
Honda,HR-V,SUV,2022,7500,Automatic,370000000
